	TIME	1	2	3	4	5	6	7	8	9	10	11	12	19	20	35	36	43	44	45	46	49
	0.006000	0.800000	-0.040000	0.460000	0.530000	0.330000	1.000000	0.870000	0.350000	-10.840000	-0.060000	-0.050000	1.000000	1.000000	0.270000	0.680000	0.240000	0.000000	0.970000	1.000000	1.000000	0.300000
	0.011000	0.850000	0.050000	0.870000	0.640000	0.410000	1.000000	0.890000	0.340000	-10.270000	-0.070000	-0.030000	1.000000	1.000000	0.130000	0.870000	0.390000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.016000	0.830000	0.100000	0.860000	0.500000	0.430000	1.000000	0.870000	0.360000	-9.870000	0.000000	0.050000	1.000000	1.000000	0.310000	0.920000	0.350000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.021000	0.860000	0.160000	0.900000	0.590000	0.520000	1.000000	0.810000	0.320000	-8.730000	0.290000	0.230000	1.000000	1.000000	0.350000	0.990000	0.400000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.026000	0.890000	0.210000	0.930000	0.520000	0.560000	1.000000	0.840000	0.340000	-5.780000	0.150000	0.290000	1.000000	1.000000	0.480000	0.970000	0.440000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.031000	0.990000	0.210000	0.550000	0.580000	0.630000	1.000000	0.890000	0.350000	-4.860000	0.260000	0.270000	1.000000	1.000000	0.590000	1.000000	0.500000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.036000	0.910000	0.210000	0.490000	0.370000	0.560000	1.000000	0.610000	0.350000	-4.940000	0.330000	0.240000	1.000000	1.000000	0.560000	1.000000	0.500000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.041000	0.900000	0.220000	0.690000	0.380000	0.630000	1.000000	0.780000	0.310000	-5.270000	0.370000	0.300000	1.000000	1.000000	0.640000	1.000000	0.760000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.046000	0.860000	0.260000	0.910000	0.430000	0.780000	1.000000	0.700000	0.320000	-5.650000	0.480000	0.340000	1.000000	1.000000	0.730000	1.000000	0.820000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.051000	0.850000	0.270000	1.000000	0.570000	0.780000	1.000000	0.760000	0.350000	-5.930000	0.560000	0.230000	1.000000	1.000000	0.800000	1.000000	0.820000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.056000	0.800000	0.210000	1.000000	0.460000	0.750000	1.000000	0.550000	0.320000	-6.220000	0.590000	0.410000	1.000000	1.000000	0.840000	1.000000	0.850000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.061000	0.770000	0.260000	1.000000	0.510000	0.800000	1.000000	0.660000	0.330000	-6.360000	0.540000	0.680000	1.000000	1.000000	0.860000	1.000000	0.940000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.066000	0.780000	0.250000	1.000000	0.630000	0.940000	1.000000	0.850000	0.350000	-6.590000	0.520000	0.450000	1.000000	1.000000	0.940000	1.000000	0.990000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.071000	0.760000	0.220000	1.000000	0.850000	0.990000	1.000000	0.530000	0.340000	-6.390000	0.470000	0.370000	1.000000	1.000000	0.970000	1.000000	0.990000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.076000	0.800000	0.180000	1.000000	0.680000	0.960000	1.000000	0.680000	0.350000	-8.500000	0.510000	0.420000	1.000000	1.000000	0.970000	1.000000	0.990000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.081000	0.800000	0.180000	1.000000	0.730000	0.980000	1.000000	0.530000	0.370000	-8.540000	0.370000	0.310000	1.000000	1.000000	0.970000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.086000	0.810000	0.170000	1.000000	0.780000	0.890000	1.000000	0.570000	0.360000	-7.880000	0.400000	0.470000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.091000	0.810000	0.170000	1.000000	0.760000	0.870000	1.000000	0.550000	0.370000	-9.310000	0.460000	0.250000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.096000	0.770000	0.180000	0.950000	0.860000	0.950000	1.000000	0.560000	0.330000	-9.370000	0.470000	0.560000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.101000	0.780000	0.190000	1.000000	0.810000	0.980000	1.000000	0.580000	0.340000	-7.990000	0.490000	0.640000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.106000	0.700000	0.190000	0.960000	0.840000	1.000000	1.000000	0.580000	0.360000	-6.860000	0.470000	0.490000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.300000
	0.111000	0.760000	0.170000	0.880000	0.780000	1.000000	1.000000	0.470000	0.310000	-8.540000	0.630000	0.600000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.116000	0.760000	0.180000	0.950000	0.750000	1.000000	1.000000	0.570000	0.330000	-6.400000	0.540000	0.430000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.300000
	0.121000	0.700000	0.190000	0.940000	0.800000	1.000000	1.000000	0.440000	0.360000	-8.140000	0.610000	0.460000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.126000	0.800000	0.210000	1.000000	0.690000	1.000000	1.000000	0.350000	0.350000	-6.570000	0.650000	0.420000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.300000
	0.131000	0.760000	0.220000	0.960000	0.740000	1.000000	1.000000	0.390000	0.350000	-7.860000	0.590000	0.440000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.136000	0.770000	0.220000	1.000000	0.770000	1.000000	1.000000	0.460000	0.360000	-8.710000	0.440000	0.540000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.141000	0.760000	0.240000	0.890000	0.810000	1.000000	1.000000	0.560000	0.350000	-6.960000	0.540000	0.660000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.146000	0.740000	0.200000	0.980000	0.720000	1.000000	1.000000	0.370000	0.340000	-7.970000	0.600000	0.490000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.151000	0.650000	0.220000	1.000000	0.800000	1.000000	1.000000	0.380000	0.360000	-9.200000	0.620000	0.530000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.156000	0.730000	0.230000	0.810000	0.860000	1.000000	1.000000	0.230000	0.360000	-6.970000	0.510000	0.740000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.161000	0.580000	0.210000	0.950000	0.890000	1.000000	1.000000	0.360000	0.360000	-7.260000	0.580000	0.420000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.980000	1.000000	1.000000	0.310000
	0.166000	0.660000	0.210000	0.830000	0.900000	1.000000	1.000000	0.390000	0.310000	-6.500000	0.610000	0.550000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.171000	0.590000	0.210000	0.830000	0.960000	1.000000	1.000000	0.370000	0.330000	-6.880000	0.490000	0.600000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.176000	0.600000	0.230000	0.820000	0.930000	1.000000	1.000000	0.370000	0.360000	-6.410000	0.640000	0.550000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.181000	0.670000	0.210000	0.780000	0.970000	1.000000	1.000000	0.290000	0.340000	-7.670000	0.680000	0.520000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.186000	0.720000	0.210000	0.820000	0.860000	1.000000	1.000000	0.320000	0.340000	-6.200000	0.650000	0.730000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.191000	0.690000	0.220000	0.870000	0.830000	1.000000	1.000000	0.320000	0.360000	-6.940000	0.590000	0.650000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.300000
	0.196000	0.670000	0.230000	0.770000	0.940000	1.000000	1.000000	0.380000	0.350000	-6.380000	0.650000	0.560000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.201000	0.620000	0.210000	0.820000	0.960000	1.000000	1.000000	0.300000	0.340000	-6.520000	0.670000	0.590000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.206000	0.630000	0.230000	0.890000	0.950000	1.000000	1.000000	0.240000	0.360000	-6.510000	0.600000	0.700000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.300000
	0.211000	0.780000	0.220000	0.900000	0.930000	1.000000	1.000000	0.330000	0.350000	-6.650000	0.600000	0.770000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.216000	0.640000	0.210000	0.960000	0.980000	1.000000	1.000000	0.250000	0.350000	-6.560000	0.520000	0.600000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.221000	0.640000	0.210000	0.900000	0.970000	1.000000	1.000000	0.230000	0.350000	-6.350000	0.620000	0.680000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.226000	0.760000	0.190000	0.910000	0.980000	1.000000	1.000000	0.230000	0.340000	-6.480000	0.670000	0.750000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.231000	0.720000	0.230000	0.890000	0.990000	1.000000	1.000000	0.260000	0.350000	-6.580000	0.490000	0.550000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.236000	0.510000	0.210000	0.930000	0.960000	1.000000	1.000000	0.240000	0.360000	-6.920000	0.720000	0.690000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.241000	0.540000	0.190000	0.970000	0.990000	1.000000	1.000000	0.090000	0.340000	-6.270000	0.720000	0.670000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.246000	0.720000	0.230000	0.940000	0.980000	1.000000	1.000000	0.200000	0.330000	-6.430000	0.650000	0.730000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.251000	0.610000	0.210000	0.970000	0.960000	1.000000	1.000000	0.170000	0.350000	-6.120000	0.620000	0.510000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.256000	0.540000	0.200000	0.940000	0.990000	1.000000	1.000000	0.110000	0.340000	-6.370000	0.720000	0.520000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.261000	0.670000	0.180000	0.950000	0.900000	1.000000	1.000000	0.200000	0.330000	-6.400000	0.680000	0.700000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.266000	0.630000	0.220000	0.900000	0.990000	1.000000	1.000000	0.230000	0.350000	-6.420000	0.720000	0.650000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.271000	0.700000	0.200000	0.940000	0.960000	1.000000	1.000000	0.020000	0.340000	-6.450000	0.790000	0.600000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.276000	0.580000	0.190000	0.930000	1.000000	1.000000	1.000000	0.310000	0.340000	-6.570000	0.680000	0.780000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.281000	0.550000	0.220000	0.870000	1.000000	1.000000	1.000000	0.100000	0.300000	-6.600000	0.670000	0.760000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.286000	0.670000	0.220000	0.900000	1.000000	1.000000	1.000000	0.070000	0.330000	-6.530000	0.640000	0.620000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
	0.291000	0.550000	0.200000	0.940000	1.000000	1.000000	1.000000	0.010000	0.330000	-7.400000	0.710000	0.700000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.970000	1.000000	1.000000	0.310000
