	TIME	1	2	3	4	5	6	7	8	9	10	11	12	19	20	35	36	43	44	45	46	49	Accelerometr_X	Accelerometr_Y	Accelerometr_Z	Gyroscope_X	Gyroscope_Y	Gyroscope_Z	Pressure_on_the_left_leg_0	Pressure_on_the_left_leg_1	Pressure_on_the_left_leg_2	Pressure_on_the_left_leg_3	Pressure_on_the_right_leg_0	Pressure_on_the_right_leg_1	Pressure_on_the_right_leg_2	Pressure_on_the_right_leg_3
	0.005000	0.021468	0.400204	-0.892736	0.325155	-0.012217	0.001396	0.015184	0.403346	-0.901812	0.305258	-0.028972	-0.006109	0.380307	1.239358	0.346622	1.193282	-0.222006	0.171740	-0.049044	-0.059690	0.007505	-7.000000	0.000000	1467.000000	-491.000000	-269.000000	-6869.000000	2169.000000	4090.000000	1609.000000	2075.000000	1385.000000	1963.000000	1241.000000	1626.000000
	0.010000	0.021468	0.400204	-0.892736	0.325155	-0.012217	0.002967	0.013788	0.403346	-0.900415	0.305258	-0.028972	-0.007505	0.380307	1.239358	0.346622	1.193282	-0.222006	0.171740	-0.049044	-0.061261	0.009076	-14.000000	-67.000000	1382.000000	-488.000000	-269.000000	-6871.000000	2190.000000	4090.000000	1616.000000	2076.000000	1387.000000	1966.000000	1241.000000	1629.000000
	0.015000	0.021468	0.400204	-0.892736	0.325155	-0.012217	0.001396	0.013788	0.403346	-0.898845	0.303687	-0.030543	-0.006109	0.380307	1.237788	0.348193	1.193282	-0.223053	0.173311	-0.045902	-0.062832	0.009076	629.000000	180.000000	2029.000000	-485.000000	-273.000000	-6869.000000	2207.000000	4090.000000	1642.000000	2076.000000	1381.000000	1973.000000	1234.000000	1633.000000
	0.020000	0.021468	0.400204	-0.892736	0.325155	-0.012217	0.004538	0.013788	0.403346	-0.897274	0.303687	-0.028972	-0.007505	0.380307	1.239358	0.348193	1.194852	-0.222006	0.171740	-0.047473	-0.059690	0.007505	128.000000	-50.000000	1818.000000	-485.000000	-274.000000	-6871.000000	2214.000000	4090.000000	1655.000000	2076.000000	1383.000000	1973.000000	1228.000000	1629.000000
	0.025000	0.021468	0.400204	-0.891165	0.325155	-0.012217	0.002967	0.013788	0.401775	-0.894132	0.303687	-0.030543	-0.006109	0.380307	1.237788	0.348193	1.194852	-0.222006	0.170170	-0.047473	-0.059690	0.007505	667.000000	183.000000	2260.000000	-485.000000	-275.000000	-6872.000000	2215.000000	4090.000000	1681.000000	2076.000000	1392.000000	1942.000000	1238.000000	1607.000000
	0.030000	0.019897	0.400204	-0.889594	0.323584	-0.012217	0.002967	0.013788	0.401775	-0.892736	0.303687	-0.027576	-0.006109	0.380307	1.237788	0.348193	1.193282	-0.222006	0.173311	-0.049044	-0.061261	0.007505	343.000000	186.000000	1990.000000	-488.000000	-279.000000	-6871.000000	2200.000000	4090.000000	1707.000000	2076.000000	1413.000000	1892.000000	1270.000000	1569.000000
	0.035000	0.021468	0.400204	-0.888024	0.325155	-0.013788	0.001396	0.013788	0.401775	-0.889594	0.303687	-0.026005	-0.007505	0.380307	1.237788	0.349589	1.193282	-0.222006	0.171740	-0.045902	-0.061261	0.009076	182.000000	72.000000	1059.000000	-497.000000	-284.000000	-6872.000000	2183.000000	4090.000000	1738.000000	2075.000000	1437.000000	1829.000000	1315.000000	1531.000000
	0.040000	0.019897	0.400204	-0.888024	0.325155	-0.013788	0.002967	0.015184	0.401775	-0.889594	0.305258	-0.027576	-0.007505	0.378736	1.236217	0.348193	1.193282	-0.223053	0.171740	-0.045902	-0.061261	0.007505	-189.000000	135.000000	428.000000	-508.000000	-284.000000	-6868.000000	2175.000000	4090.000000	1754.000000	2073.000000	1460.000000	1785.000000	1349.000000	1499.000000
	0.045000	0.019897	0.401775	-0.886627	0.325155	-0.013788	0.002967	0.013788	0.401775	-0.888024	0.305258	-0.027576	-0.006109	0.378736	1.236217	0.349589	1.193282	-0.224275	0.173311	-0.045902	-0.059690	0.009076	202.000000	271.000000	382.000000	-514.000000	-285.000000	-6863.000000	2176.000000	4090.000000	1767.000000	2072.000000	1480.000000	1768.000000	1359.000000	1475.000000
	0.050000	0.021468	0.401775	-0.886627	0.325155	-0.013788	0.002967	0.013788	0.401775	-0.888024	0.305258	-0.027576	-0.006109	0.378736	1.236217	0.349589	1.194852	-0.223053	0.171740	-0.044331	-0.059690	0.007505	84.000000	-9.000000	408.000000	-522.000000	-288.000000	-6860.000000	2190.000000	4090.000000	1773.000000	2071.000000	1479.000000	1762.000000	1367.000000	1480.000000
