	TIME	1	2	3	4	5	6	7	8	9	10	11	12	19	20	35	36	43	44	45	46	49	Accelerometr_X	Accelerometr_Y	Accelerometr_Z	Gyroscope_X	Gyroscope_Y	Gyroscope_Z	Pressure_on_the_left_leg_0	Pressure_on_the_left_leg_1	Pressure_on_the_left_leg_2	Pressure_on_the_left_leg_3	Pressure_on_the_right_leg_0	Pressure_on_the_right_leg_1	Pressure_on_the_right_leg_2	Pressure_on_the_right_leg_3
	0.131000	0.019897	0.401775	-0.888024	0.323584	-0.013788	0.002967	0.016755	0.398808	-0.889594	0.306654	-0.026005	-0.007505	0.377340	1.231679	0.351160	1.197994	-0.223053	0.171740	-0.045902	-0.058119	0.004538	54.000000	56.000000	1186.000000	-51.000000	-151.000000	-7085.000000	2220.000000	4090.000000	1705.000000	2071.000000	1358.000000	1954.000000	1231.000000	1638.000000
	0.136000	0.019897	0.401775	-0.888024	0.323584	-0.013788	0.002967	0.015184	0.398808	-0.888024	0.305258	-0.026005	-0.006109	0.377340	1.231679	0.351160	1.199390	-0.223053	0.171740	-0.045902	-0.058119	0.004538	70.000000	7.000000	1228.000000	-53.000000	-151.000000	-7082.000000	2224.000000	4090.000000	1701.000000	2071.000000	1352.000000	1958.000000	1227.000000	1644.000000
	0.141000	0.021468	0.401775	-0.889594	0.323584	-0.013788	0.002967	0.015184	0.398808	-0.889594	0.306654	-0.027576	-0.007505	0.377340	1.231679	0.351160	1.197994	-0.223053	0.171740	-0.049044	-0.062832	0.004538	87.000000	-20.000000	1211.000000	-53.000000	-151.000000	-7080.000000	2229.000000	4090.000000	1697.000000	2070.000000	1346.000000	1966.000000	1220.000000	1651.000000
	0.146000	0.021468	0.401775	-0.888024	0.323584	-0.013788	0.001396	0.015184	0.398808	-0.889594	0.306654	-0.027576	-0.007505	0.377340	1.231679	0.351160	1.199390	-0.222006	0.173311	-0.047473	-0.059690	0.006109	77.000000	-3.000000	1301.000000	-52.000000	-151.000000	-7078.000000	2237.000000	4090.000000	1695.000000	2070.000000	1341.000000	1975.000000	1216.000000	1658.000000
	0.151000	0.019897	0.401775	-0.889594	0.323584	-0.013788	0.002967	0.015184	0.398808	-0.888024	0.306654	-0.026005	-0.007505	0.377340	1.231679	0.351160	1.199390	-0.223053	0.173311	-0.047473	-0.058119	0.002967	47.000000	37.000000	1315.000000	-52.000000	-151.000000	-7076.000000	2242.000000	4090.000000	1696.000000	2070.000000	1342.000000	1976.000000	1218.000000	1659.000000
	0.156000	0.019897	0.401775	-0.888024	0.323584	-0.013788	0.001396	0.015184	0.398808	-0.889594	0.306654	-0.027576	-0.007505	0.377340	1.231679	0.351160	1.197994	-0.223053	0.173311	-0.045902	-0.059690	0.004538	68.000000	12.000000	1327.000000	-53.000000	-151.000000	-7073.000000	2245.000000	4090.000000	1692.000000	2069.000000	1340.000000	1978.000000	1217.000000	1662.000000
	0.161000	0.019897	0.401775	-0.888024	0.322013	-0.013788	0.001396	0.015184	0.398808	-0.888024	0.306654	-0.026005	-0.004538	0.377340	1.231679	0.352731	1.199390	-0.222006	0.171740	-0.047473	-0.058119	0.002967	75.000000	0.000000	1292.000000	-56.000000	-152.000000	-7070.000000	2251.000000	4090.000000	1695.000000	2069.000000	1344.000000	1975.000000	1220.000000	1657.000000
	0.166000	0.019897	0.401775	-0.889594	0.323584	-0.013788	0.002967	0.013788	0.398808	-0.888024	0.306654	-0.027576	-0.006109	0.377340	1.230108	0.351160	1.197994	-0.223053	0.171740	-0.050615	-0.062832	0.004538	96.000000	-21.000000	1297.000000	-55.000000	-152.000000	-7069.000000	2251.000000	4090.000000	1691.000000	2068.000000	1346.000000	1967.000000	1224.000000	1653.000000
	0.171000	0.018326	0.401775	-0.889594	0.323584	-0.015184	0.001396	0.015184	0.398808	-0.888024	0.305258	-0.026005	-0.006109	0.377340	1.231679	0.351160	1.197994	-0.223053	0.171740	-0.047473	-0.058119	0.004538	85.000000	-6.000000	1244.000000	-57.000000	-153.000000	-7067.000000	2258.000000	4090.000000	1690.000000	2068.000000	1350.000000	1963.000000	1227.000000	1649.000000
	0.176000	0.021468	0.401775	-0.889594	0.323584	-0.015184	0.002967	0.015184	0.398808	-0.888024	0.306654	-0.026005	-0.007505	0.378736	1.230108	0.351160	1.197994	-0.222006	0.171740	-0.047473	-0.059690	0.004538	48.000000	-11.000000	1214.000000	-57.000000	-153.000000	-7066.000000	2258.000000	4090.000000	1689.000000	2068.000000	1345.000000	1968.000000	1226.000000	1655.000000
	0.181000	0.021468	0.401775	-0.889594	0.323584	-0.013788	0.001396	0.013788	0.398808	-0.888024	0.306654	-0.026005	-0.006109	0.377340	1.230108	0.351160	1.197994	-0.223053	0.171740	-0.047473	-0.062832	0.004538	36.000000	9.000000	1173.000000	-59.000000	-156.000000	-7065.000000	2261.000000	4090.000000	1688.000000	2067.000000	1338.000000	1976.000000	1221.000000	1662.000000
	0.186000	0.019897	0.401775	-0.889594	0.323584	-0.013788	0.002967	0.015184	0.398808	-0.888024	0.306654	-0.027576	-0.006109	0.377340	1.231679	0.351160	1.199390	-0.223053	0.171740	-0.045902	-0.064403	0.004538	18.000000	21.000000	1223.000000	-59.000000	-157.000000	-7062.000000	2261.000000	4090.000000	1682.000000	2068.000000	1335.000000	1979.000000	1219.000000	1667.000000
