	TIME	1	2	3	4	5	6	7	8	9	10	11	12	19	20	35	36	43	44	45	46	49	Accelerometr_X	Accelerometr_Y	Accelerometr_Z	Gyroscope_X	Gyroscope_Y	Gyroscope_Z	Pressure_on_the_left_leg_0	Pressure_on_the_left_leg_1	Pressure_on_the_left_leg_2	Pressure_on_the_left_leg_3	Pressure_on_the_right_leg_0	Pressure_on_the_right_leg_1	Pressure_on_the_right_leg_2	Pressure_on_the_right_leg_3
	0.006000	0.018326	0.397237	-0.891165	0.328122	-0.010647	0.002967	0.022864	0.400204	-0.891165	0.300546	-0.042935	-0.004538	0.380307	1.251576	0.346622	1.184206	-0.223053	0.171740	-0.047473	-0.059690	0.026005	362.000000	-63.000000	1721.000000	-67.000000	-166.000000	-7530.000000	2107.000000	4090.000000	1621.000000	2081.000000	1297.000000	1978.000000	1252.000000	1727.000000
	0.011000	0.019897	0.397237	-0.891165	0.328122	-0.010647	0.002967	0.022864	0.400204	-0.891165	0.300546	-0.041364	-0.006109	0.380307	1.251576	0.346622	1.185602	-0.223053	0.171740	-0.047473	-0.056723	0.026005	137.000000	29.000000	1567.000000	-65.000000	-171.000000	-7527.000000	2104.000000	4090.000000	1621.000000	2082.000000	1310.000000	1971.000000	1249.000000	1706.000000
	0.016000	0.018326	0.397237	-0.891165	0.326726	-0.010647	0.001396	0.022864	0.400204	-0.889594	0.300546	-0.038223	-0.006109	0.380307	1.250179	0.346622	1.185602	-0.223053	0.170170	-0.047473	-0.058119	0.027576	-17.000000	8.000000	1503.000000	-66.000000	-172.000000	-7527.000000	2097.000000	4090.000000	1636.000000	2082.000000	1328.000000	1965.000000	1244.000000	1682.000000
	0.021000	0.016755	0.398808	-0.889594	0.326726	-0.010647	0.002967	0.021468	0.400204	-0.889594	0.302116	-0.038223	-0.006109	0.380307	1.250179	0.348193	1.187173	-0.223053	0.171740	-0.045902	-0.059690	0.026005	-2.000000	104.000000	1275.000000	-69.000000	-175.000000	-7523.000000	2092.000000	4090.000000	1649.000000	2082.000000	1350.000000	1947.000000	1251.000000	1653.000000
	0.026000	0.018326	0.398808	-0.889594	0.326726	-0.012217	0.001396	0.021468	0.400204	-0.888024	0.302116	-0.038223	-0.006109	0.380307	1.247038	0.348193	1.187173	-0.222006	0.170170	-0.047473	-0.059690	0.028972	166.000000	100.000000	1229.000000	-71.000000	-173.000000	-7519.000000	2091.000000	4090.000000	1664.000000	2081.000000	1370.000000	1926.000000	1261.000000	1624.000000
	0.031000	0.016755	0.398808	-0.889594	0.326726	-0.012217	0.001396	0.021468	0.400204	-0.888024	0.302116	-0.036652	-0.006109	0.380307	1.247038	0.348193	1.187173	-0.223053	0.171740	-0.047473	-0.058119	0.026005	70.000000	116.000000	998.000000	-74.000000	-174.000000	-7514.000000	2095.000000	4090.000000	1676.000000	2080.000000	1387.000000	1904.000000	1274.000000	1604.000000
	0.036000	0.018326	0.398808	-0.888024	0.326726	-0.012217	0.002967	0.022864	0.400204	-0.888024	0.303687	-0.035256	-0.006109	0.378736	1.245467	0.349589	1.188744	-0.222006	0.171740	-0.049044	-0.059690	0.027576	29.000000	136.000000	931.000000	-78.000000	-171.000000	-7510.000000	2101.000000	4090.000000	1681.000000	2080.000000	1390.000000	1893.000000	1281.000000	1598.000000
	0.041000	0.016755	0.400204	-0.888024	0.326726	-0.013788	0.002967	0.022864	0.400204	-0.888024	0.303687	-0.036652	-0.004538	0.380307	1.242500	0.348193	1.190315	-0.223053	0.171740	-0.049044	-0.056723	0.026005	58.000000	70.000000	908.000000	-82.000000	-171.000000	-7502.000000	2105.000000	4090.000000	1685.000000	2080.000000	1380.000000	1903.000000	1276.000000	1609.000000
	0.046000	0.018326	0.400204	-0.888024	0.326726	-0.013788	0.002967	0.021468	0.400204	-0.886627	0.303687	-0.035256	-0.006109	0.378736	1.242500	0.349589	1.191885	-0.223053	0.171740	-0.047473	-0.062832	0.026005	49.000000	12.000000	1060.000000	-84.000000	-170.000000	-7497.000000	2111.000000	4090.000000	1681.000000	2080.000000	1374.000000	1914.000000	1273.000000	1619.000000
	0.051000	0.018326	0.400204	-0.888024	0.326726	-0.013788	0.002967	0.021468	0.400204	-0.888024	0.303687	-0.035256	-0.006109	0.378736	1.240929	0.349589	1.193282	-0.222006	0.170170	-0.049044	-0.055152	0.027576	61.000000	119.000000	1188.000000	-86.000000	-167.000000	-7486.000000	2113.000000	4090.000000	1685.000000	2080.000000	1369.000000	1929.000000	1259.000000	1626.000000
