           1    0.000000E+00    0.000000E+00        1.121500
           2    0.000000E+00    0.000000E+00    0.000000E+00
           3    0.000000E+00    0.000000E+00   -3.000000E-03
           7    0.000000E+00    0.000000E+00   -2.600000E-02
           8    0.000000E+00    0.000000E+00    4.200000E-02
           9    0.000000E+00    0.000000E+00    1.400000E-01
          10    0.000000E+00    0.000000E+00   -1.400000E-01
          11    0.000000E+00    0.000000E+00    0.000000E+00
          12    0.000000E+00    0.000000E+00    0.000000E+00
          13    0.000000E+00    0.000000E+00    0.000000E+00
          14    0.000000E+00    0.000000E+00    4.200000E-02
          15    0.000000E+00    0.000000E+00    0.000000E+00
          16    0.000000E+00    0.000000E+00    1.400000E-01
          17    0.000000E+00    0.000000E+00   -1.400000E-01
          18    0.000000E+00    0.000000E+00    0.000000E+00
          19    0.000000E+00    0.000000E+00    0.000000E+00
          20    0.000000E+00    0.000000E+00    0.000000E+00
          21    0.000000E+00    0.000000E+00   -3.000000E-03
          25   -1.800000E-02    0.000000E+00    0.000000E+00
          26    0.000000E+00    0.000000E+00    0.000000E+00
          27    0.000000E+00    0.000000E+00    0.000000E+00
          28    0.000000E+00    0.000000E+00    5.000000E-02
          29    0.000000E+00    0.000000E+00    0.000000E+00
          30    0.000000E+00    0.000000E+00    0.000000E+00
          31    0.000000E+00    0.000000E+00    0.000000E+00
          32    0.000000E+00    0.000000E+00    0.000000E+00
          33   -2.000000E-01    0.000000E+00    0.000000E+00
          34    0.000000E+00    0.000000E+00    0.000000E+00
          35    0.000000E+00    1.000000E-03    1.000000E-03
          36    0.000000E+00    1.000000E-03    1.000000E-03
          37    0.000000E+00    1.000000E-03    1.000000E-03
          38    0.000000E+00    1.000000E-03    1.000000E-03
          39    0.000000E+00    1.000000E-03    1.000000E-03
          40    0.000000E+00    1.000000E-03    1.000000E-03
          41    0.000000E+00    1.000000E-03    1.000000E-03
          42    0.000000E+00    1.000000E-03    1.000000E-03
          43    0.000000E+00    1.000000E-03    1.000000E-03
