         162
           1           1           1           1
           1           1           2           2
           1           1           3           3
           1           1           4           4
           1           1           5           5
           1           1           6           6
           1           2           1           7
           1           2           2           8
           1           2           3           9
           1           2           4          10
           1           2           5          11
           1           2           6          12
           1           3           1          13
           1           3           2          14
           1           3           3          15
           1           3           4          16
           1           3           5          17
           1           3           6          18
           1           7           1          19
           1           7           2          20
           1           7           3          21
           1           7           4          22
           1           7           5          23
           1           7           6          24
           1           8           1          25
           1           8           2          26
           1           8           3          27
           1           8           4          28
           1           8           5          29
           1           8           6          30
           1           9           1          31
           1           9           2          32
           1           9           3          33
           1           9           4          34
           1           9           5          35
           1           9           6          36
           1          10           1          37
           1          10           2          38
           1          10           3          39
           1          10           4          40
           1          10           5          41
           1          10           6          42
           1          11           1          43
           1          11           2          44
           1          11           3          45
           1          11           4          46
           1          11           5          47
           1          11           6          48
           1          12           1          49
           1          12           2          50
           1          12           3          51
           1          12           4          52
           1          12           5          53
           1          12           6          54
           1          13           1          55
           1          13           2          56
           1          13           3          57
           1          13           4          58
           1          13           5          59
           1          13           6          60
           1          14           1          61
           1          14           2          62
           1          14           3          63
           1          14           4          64
           1          14           5          65
           1          14           6          66
           1          15           1          67
           1          15           2          68
           1          15           3          69
           1          15           4          70
           1          15           5          71
           1          15           6          72
           1          16           1          73
           1          16           2          74
           1          16           3          75
           1          16           4          76
           1          16           5          77
           1          16           6          78
           1          17           1          79
           1          17           2          80
           1          17           3          81
           1          17           4          82
           1          17           5          83
           1          17           6          84
           1          18           1          85
           1          18           2          86
           1          18           3          87
           1          18           4          88
           1          18           5          89
           1          18           6          90
           1          19           1          91
           1          19           2          92
           1          19           3          93
           1          19           4          94
           1          19           5          95
           1          19           6          96
           1          20           1          97
           1          20           2          98
           1          20           3          99
           1          20           4         100
           1          20           5         101
           1          20           6         102
           1          21           1         103
           1          21           2         104
           1          21           3         105
           1          21           4         106
           1          21           5         107
           1          21           6         108
           1          25           1         109
           1          25           2         110
           1          25           3         111
           1          25           4         112
           1          25           5         113
           1          25           6         114
           1          26           1         115
           1          26           2         116
           1          26           3         117
